age,annual_income,occupation,gender,category,education,land_owned_acres,is_bpl,is_disabled
44,85362,daily_wage,female,sc,primary,1.1,1,0
54,256674,other,female,obc,secondary,0,0,0
27,617022,salaried,other,obc,secondary,0.2,0,0
38,51789,daily_wage,female,general,graduate,0,1,0
60,51817,daily_wage,female,obc,secondary,0,0,0
33,12906,unemployed,male,obc,primary,0.4,0,1
16,10574,student,other,sc,secondary,0.5,0,0
41,19114,student,female,sc,primary,0.2,1,0
40,36057,student,other,obc,none,0,0,0
35,22442,unemployed,female,sc,secondary,0,0,0
46,1019237,salaried,male,obc,primary,0,0,0
33,908042,self_employed,other,st,graduate,0.4,0,0
57,13632,student,male,obc,none,0,1,0
57,932145,salaried,male,general,none,0,0,0
66,472789,self_employed,male,obc,primary,0,0,0
22,3320,unemployed,female,sc,none,0.3,1,1
18,24569,unemployed,female,general,graduate,0.4,1,1
28,349655,self_employed,female,obc,secondary,0,0,0
39,178268,other,male,general,secondary,0.0,1,1
51,29931,unemployed,male,general,primary,1.8,0,0
43,0,unemployed,other,obc,secondary,0.8,0,0
20,29908,student,other,sc,none,0.5,0,0
34,24128,student,female,st,none,0.5,1,0
32,13683,unemployed,male,sc,none,0,0,1
41,196180,farmer,other,st,primary,0.3,0,0
32,206530,self_employed,other,general,primary,0.2,0,1
40,1010091,salaried,male,obc,graduate,0.4,0,0
27,663861,salaried,female,sc,graduate,1.3,0,0
23,9188,unemployed,male,st,postgraduate,0,1,0
56,610638,salaried,other,sc,graduate,0.3,0,0
56,1019884,salaried,female,obc,none,1.2,0,0
34,818442,salaried,female,general,secondary,0.2,0,0
16,16914,unemployed,male,obc,secondary,1.1,1,0
38,14491,student,male,st,postgraduate,0,1,0
46,0,unemployed,other,st,primary,0.4,0,0
23,0,student,other,obc,none,0,1,0
42,380247,self_employed,other,st,postgraduate,0,0,0
38,12391,unemployed,female,st,primary,0.3,1,0
58,23396,daily_wage,other,st,graduate,0.1,0,0
29,183358,other,male,obc,none,0,0,0
42,55716,daily_wage,male,st,none,0.3,0,0
26,6711,unemployed,female,general,none,0.8,1,0
36,20634,student,male,st,graduate,0.5,0,0
42,434851,self_employed,other,obc,secondary,0.5,1,0
22,222702,farmer,other,st,secondary,3.0,0,0
48,5905,unemployed,male,obc,primary,0.3,0,0
50,10966,unemployed,female,general,none,0,0,0
30,267125,farmer,other,sc,secondary,2.6,0,0
43,0,daily_wage,other,general,primary,0,0,0
33,63022,daily_wage,male,obc,primary,0.8,1,0
51,13675,unemployed,male,obc,none,0,0,0
36,113661,daily_wage,other,obc,secondary,0.5,1,0
61,483623,farmer,male,general,primary,2.7,0,0
51,272691,salaried,male,st,none,0.3,0,0
24,365748,salaried,male,sc,secondary,0.6,0,0
43,18185,unemployed,other,obc,primary,0,0,0
42,144549,farmer,other,st,secondary,4.3,1,0
40,28956,student,female,sc,secondary,0.3,0,1
43,154949,farmer,other,sc,secondary,1.1,0,1
63,17635,unemployed,male,general,none,0.3,0,0
44,451084,salaried,male,st,none,0,0,0
56,106028,daily_wage,female,obc,primary,0,0,0
55,419141,self_employed,female,general,graduate,0.9,0,0
50,0,farmer,other,sc,primary,1.4,0,0
33,46055,other,other,sc,secondary,1.1,1,0
49,34496,self_employed,male,st,none,0.3,0,0
48,134818,daily_wage,other,sc,graduate,1.3,1,0
34,18487,student,male,obc,postgraduate,0,0,0
31,16342,unemployed,other,st,primary,0,0,0
35,176746,other,female,general,none,0.5,0,0
34,265006,farmer,male,sc,postgraduate,0,0,0
36,21663,student,male,sc,postgraduate,0.6,0,0
33,16907,unemployed,male,general,secondary,0,0,0
66,59054,daily_wage,female,sc,secondary,0,0,0
20,15421,unemployed,female,st,graduate,0,0,0
43,64746,farmer,female,obc,postgraduate,0,0,0
32,79775,daily_wage,other,obc,postgraduate,0,0,0
34,25594,student,female,sc,postgraduate,0,0,0
60,13373,unemployed,female,sc,secondary,0.8,0,0
33,217682,daily_wage,female,st,none,0.6,0,0
74,12351,unemployed,other,sc,none,0.3,1,0
49,277419,farmer,male,obc,primary,0,0,1
60,17588,unemployed,female,sc,primary,0.8,1,0
41,166931,other,male,general,none,1.6,0,0
36,24586,unemployed,male,sc,primary,0,0,1
16,22585,student,female,sc,none,0.6,1,0
43,640846,salaried,other,sc,graduate,0.9,0,0
17,22036,student,male,sc,primary,0.1,0,1
54,13705,student,male,obc,secondary,0,0,0
23,126729,other,male,sc,primary,0.0,0,0
26,17948,unemployed,other,sc,none,0.2,1,0
35,17003,unemployed,female,sc,secondary,1.0,1,0
43,549673,self_employed,female,sc,primary,0.4,0,0
35,9804,unemployed,other,st,graduate,0.8,1,0
16,46893,daily_wage,other,obc,graduate,0.9,0,0
56,116604,daily_wage,female,sc,primary,0.8,0,0
22,110817,daily_wage,female,sc,secondary,0,0,0
16,104922,daily_wage,male,general,graduate,1.3,1,0
58,228810,other,female,obc,none,0.0,0,0
16,69816,daily_wage,male,obc,secondary,0.2,0,1
27,219693,farmer,male,obc,postgraduate,0,0,0
16,0,unemployed,male,st,primary,0,0,0
49,363175,self_employed,other,sc,postgraduate,0,0,0
60,102479,daily_wage,other,sc,primary,0.8,1,0
34,746442,salaried,other,st,graduate,0.4,0,0
30,83605,salaried,male,st,postgraduate,0,0,0
30,754072,salaried,male,obc,primary,0.3,0,0
44,407695,salaried,other,general,postgraduate,0,0,0
47,21162,unemployed,male,general,graduate,0,0,0
85,19635,unemployed,female,sc,secondary,0,1,0
39,197382,salaried,other,obc,graduate,0.4,0,1
40,60335,farmer,female,sc,none,2.2,1,0
16,28533,unemployed,female,obc,none,0,1,0
36,851780,salaried,female,obc,secondary,0.5,0,0
41,380034,farmer,male,sc,graduate,2.7,0,0
63,454400,self_employed,male,sc,primary,1.0,0,0
52,418090,self_employed,other,st,postgraduate,0.2,0,0
45,126852,farmer,female,general,secondary,2.5,0,0
30,100554,daily_wage,female,sc,primary,0.4,1,0
18,23460,unemployed,male,general,secondary,1.2,0,0
33,28556,student,male,sc,graduate,0.9,1,0
56,154689,other,female,general,secondary,0.4,0,0
25,130368,self_employed,female,general,primary,0.8,1,0
65,197014,farmer,other,obc,secondary,0.4,0,0
45,20325,unemployed,other,obc,postgraduate,0,0,0
37,15634,unemployed,female,general,secondary,1.4,0,1
45,575977,salaried,female,general,primary,1.8,0,0
39,176749,farmer,female,general,secondary,2.9,0,0
39,255725,self_employed,male,sc,none,0,0,0
43,305313,farmer,other,sc,none,0,0,0
24,149217,other,other,obc,none,0.3,0,0
17,45946,student,male,st,none,1.5,1,0
40,79119,daily_wage,male,st,none,0.9,1,0
36,657046,salaried,female,st,postgraduate,0,0,0
27,11817,unemployed,other,st,primary,0.5,0,0
35,166117,other,other,general,secondary,1.1,0,1
28,203660,farmer,female,obc,primary,1.8,0,0
16,36150,student,female,st,graduate,0.8,0,0
27,13042,unemployed,male,general,primary,0,1,0
36,83111,farmer,female,st,primary,0,1,0
40,77765,daily_wage,female,st,primary,0.2,0,0
16,18234,daily_wage,male,st,secondary,0.7,1,1
51,37615,student,male,st,primary,0,0,0
58,34336,student,female,st,postgraduate,0.9,0,1
49,93167,daily_wage,other,obc,primary,0.2,1,0
34,558294,self_employed,male,st,postgraduate,0.2,0,1
40,436092,salaried,female,sc,secondary,0.7,0,0
51,674264,self_employed,male,st,primary,0,0,0
34,25646,unemployed,female,obc,graduate,0.9,0,0
16,19333,student,male,general,secondary,0,0,0
36,83287,other,male,st,secondary,0.2,1,0
27,209377,other,other,sc,postgraduate,0,0,0
26,1043126,salaried,other,general,secondary,0.3,0,0
36,3190,student,other,sc,primary,0.9,0,0
30,137254,farmer,male,general,graduate,0.7,0,0
59,43290,student,other,obc,graduate,0,0,0
45,108827,other,male,st,graduate,0.7,0,0
37,78681,daily_wage,male,st,graduate,0,0,0
40,100673,farmer,female,st,secondary,2.3,1,0
38,59684,daily_wage,other,st,secondary,0.0,0,0
19,117197,daily_wage,other,st,primary,0.2,1,0
50,5737,student,female,obc,secondary,1.1,0,0
55,27227,student,other,sc,secondary,0.5,0,0
16,61542,daily_wage,male,st,secondary,0,0,0
72,279787,self_employed,female,general,secondary,0,0,1
51,72699,daily_wage,male,sc,secondary,0,0,0
42,670162,salaried,male,st,secondary,0.0,0,0
78,184786,farmer,male,general,secondary,1.9,0,0
42,118709,daily_wage,other,st,none,0,1,0
80,315961,self_employed,other,general,none,0.5,0,0
50,10677,salaried,female,obc,graduate,1.1,0,0
26,318453,farmer,male,sc,secondary,0.4,0,1
45,289851,farmer,female,sc,postgraduate,0,0,0
39,9505,farmer,male,st,none,0,0,0
78,13110,unemployed,other,st,none,0,0,0
26,45811,other,other,general,none,0,0,0
17,105461,daily_wage,female,general,secondary,0,0,0
54,162309,other,other,st,none,0,1,0
46,462883,self_employed,other,general,graduate,0.1,0,0
52,196933,farmer,female,st,primary,3.2,0,0
32,128386,other,male,sc,secondary,0,0,0
40,496744,salaried,other,general,postgraduate,0.1,0,0
27,573574,salaried,female,st,postgraduate,0.7,0,0
79,213111,farmer,male,sc,secondary,2.6,0,1
44,476785,salaried,female,sc,postgraduate,0,0,0
43,194554,other,male,sc,none,0.4,0,0
42,120522,other,female,sc,none,0.5,1,0
35,99804,daily_wage,female,obc,primary,0,0,0
63,221168,farmer,male,general,secondary,1.9,0,0
36,770193,salaried,female,obc,graduate,1.1,0,0
16,35064,daily_wage,other,st,graduate,0.5,1,0
36,12390,student,male,st,primary,0.4,0,0
35,25533,unemployed,female,st,graduate,0,1,0
30,162167,other,other,obc,primary,1.0,0,1
30,320219,other,female,sc,secondary,0.0,0,0
38,96213,daily_wage,other,st,graduate,0,1,0
38,262886,farmer,female,st,none,1.3,0,0
30,19037,student,other,st,postgraduate,0,0,0
29,586347,self_employed,other,general,primary,0.7,0,0
62,376896,self_employed,female,sc,primary,0.2,1,0
46,345484,salaried,male,st,graduate,0.5,0,0
27,36534,student,other,obc,none,0,0,0
35,522008,self_employed,female,general,postgraduate,0.9,0,1
37,81098,daily_wage,other,general,postgraduate,0.8,1,0
37,41385,student,female,obc,postgraduate,1.6,1,1
59,18824,unemployed,male,st,secondary,0,1,0
44,609420,self_employed,other,general,none,0.4,0,0
58,0,farmer,other,general,postgraduate,1.4,0,0
35,215839,other,female,obc,primary,0,0,0
31,202344,other,female,obc,graduate,0,0,0
16,24080,student,female,st,primary,0,0,0
33,684700,self_employed,female,sc,secondary,0.5,1,0
27,40954,daily_wage,male,st,primary,0.9,0,0
57,39335,other,other,st,graduate,0.6,1,0
43,250212,salaried,female,sc,postgraduate,0,0,0
30,899688,salaried,male,st,postgraduate,0,0,0
37,460561,self_employed,other,general,graduate,0,0,0
39,66314,daily_wage,male,obc,primary,0.7,0,0
29,82840,daily_wage,other,general,graduate,0,0,0
36,317304,farmer,male,sc,none,0,0,0
62,42258,daily_wage,female,general,primary,0.4,1,0
53,17102,unemployed,male,st,postgraduate,1.2,1,0
22,26357,unemployed,male,sc,primary,0.0,0,0
46,30709,student,female,sc,postgraduate,0,0,0
55,321499,salaried,other,general,none,0,0,0
39,57070,farmer,male,st,graduate,4.1,0,0
43,26152,student,female,sc,primary,0.1,1,0
45,208903,farmer,male,obc,none,2.5,0,1
31,47353,daily_wage,other,obc,primary,0,1,0
33,126414,daily_wage,other,obc,graduate,0,0,0
32,12633,unemployed,other,obc,graduate,0.2,0,0
29,172905,self_employed,other,sc,postgraduate,0.0,0,0
22,83654,daily_wage,other,obc,none,0,0,0
53,5361,student,other,general,none,0.3,0,1
65,66067,daily_wage,other,sc,none,0.9,1,0
16,22796,student,other,st,secondary,0.4,1,0
25,963063,salaried,female,general,postgraduate,1.0,0,0
70,84775,daily_wage,female,general,primary,0,1,0
40,115261,other,female,general,graduate,0,1,0
39,113490,other,other,obc,primary,0,0,1
39,176521,farmer,female,st,secondary,1.5,0,0
42,0,farmer,male,st,secondary,0,0,0
37,111963,daily_wage,female,obc,none,0,0,0
54,459655,self_employed,male,obc,postgraduate,0,0,0
48,157626,farmer,female,st,graduate,5.6,0,0
52,465667,self_employed,male,general,none,0.3,0,0
30,229656,farmer,male,general,graduate,4.8,0,0
44,84817,other,male,obc,postgraduate,0.1,0,0
37,103168,daily_wage,male,general,secondary,0,1,0
60,25443,unemployed,male,obc,primary,0.8,0,1
42,277626,farmer,male,st,primary,0.8,0,0
16,12577,student,other,sc,secondary,0.3,1,0
54,119735,farmer,male,st,secondary,2.7,0,0
42,485048,self_employed,male,obc,secondary,0.8,0,0
44,15066,unemployed,other,general,graduate,0,1,0
41,889044,self_employed,female,general,secondary,0,0,0
46,12935,unemployed,female,general,primary,0.6,0,0
16,8225,unemployed,male,st,graduate,0.6,1,0
46,746387,salaried,other,st,secondary,0,0,0
43,114369,farmer,male,general,none,1.2,0,0
64,32078,unemployed,male,obc,primary,0,1,1
29,38139,student,male,obc,secondary,0.1,0,0
36,8701,unemployed,male,general,graduate,0,0,0
48,131299,daily_wage,male,sc,graduate,0.3,1,0
19,10508,unemployed,female,obc,graduate,0,0,0
44,24899,unemployed,male,obc,primary,0.3,1,0
36,433481,self_employed,other,obc,none,0.2,0,0
44,227619,self_employed,male,general,secondary,0,0,0
26,194486,other,male,st,secondary,0.4,0,0
63,59067,daily_wage,female,st,none,0.4,0,0
30,240829,other,other,obc,none,0.0,0,0
42,43951,student,other,general,primary,0,0,0
49,34497,student,female,obc,secondary,0,0,0
34,185099,other,female,obc,secondary,0.6,0,0
43,100684,daily_wage,female,sc,primary,0.5,0,0
16,85188,daily_wage,male,sc,secondary,0.5,0,1
19,14343,student,female,st,secondary,0,0,0
35,122232,daily_wage,male,sc,graduate,0.4,0,0
24,102119,farmer,other,st,graduate,3.2,0,0
65,303709,farmer,female,general,none,1.9,0,0
39,18415,other,female,obc,primary,0,0,0
45,303214,farmer,male,general,secondary,2.9,0,0
32,11757,student,female,st,secondary,1.9,0,0
55,32684,student,male,general,secondary,0.2,0,0
16,85247,daily_wage,other,sc,none,0,1,0
59,235935,other,male,st,graduate,0.7,0,0
41,44725,daily_wage,other,obc,none,0.3,0,0
32,12518,student,female,sc,none,1.3,0,0
38,10286,unemployed,female,st,secondary,0.5,0,0
28,214568,salaried,female,st,none,0.4,0,1
32,3115,unemployed,female,sc,primary,0.3,0,0
22,232345,self_employed,female,obc,postgraduate,0.7,0,0
40,13761,unemployed,female,sc,secondary,0,1,1
24,11893,unemployed,female,obc,graduate,0.5,0,0
28,1257980,salaried,male,general,postgraduate,0.5,0,0
20,6890,unemployed,female,st,secondary,1.0,0,0
23,71798,other,female,general,none,0.2,0,0
35,214401,other,male,st,secondary,0,0,0
52,79271,daily_wage,other,st,secondary,1.9,1,0
35,79946,self_employed,male,obc,primary,0,0,1
24,744204,salaried,female,sc,none,0,0,0
25,112059,daily_wage,female,obc,none,0,0,0
64,128176,daily_wage,other,st,none,0,0,0
69,0,farmer,other,sc,none,1.9,0,0
63,147393,self_employed,other,obc,secondary,0,1,0
58,15025,unemployed,female,obc,secondary,0,0,0
22,804866,salaried,male,general,none,1.2,0,0
16,48217,student,female,st,secondary,0.9,1,0
16,31777,student,other,general,primary,0.1,1,0
16,22068,student,male,general,secondary,0.7,0,0
21,19786,unemployed,other,obc,secondary,0,0,0
17,23649,unemployed,female,obc,secondary,0,0,0
16,16087,student,other,obc,primary,0,1,1
64,148428,farmer,male,general,secondary,1.3,0,0
55,312889,other,male,obc,secondary,0,0,0
29,95611,other,male,obc,secondary,0,0,0
37,104619,daily_wage,other,general,postgraduate,0.4,1,0
16,25472,student,male,sc,secondary,1.0,0,0
42,79590,daily_wage,male,obc,graduate,0,0,0
28,281582,other,male,sc,none,0.2,0,0
19,110793,daily_wage,female,general,primary,0,0,1
55,2404,unemployed,male,obc,none,1.2,0,1
34,16452,unemployed,other,sc,postgraduate,0,0,0
48,132392,daily_wage,male,obc,none,0,1,0
38,913061,salaried,female,general,primary,0,0,0
48,24909,daily_wage,female,st,secondary,0,0,0
37,187827,farmer,male,general,secondary,0.9,0,0
28,227456,farmer,other,general,secondary,0.9,0,1
54,56226,student,female,st,primary,0,0,0
48,13451,student,male,obc,none,0.3,1,0
24,94085,daily_wage,female,sc,graduate,0.5,0,0
48,1027510,salaried,male,st,none,0.4,0,0
40,71158,daily_wage,male,st,postgraduate,0.7,0,0
43,211505,other,female,general,none,0,0,0
45,40606,other,female,sc,secondary,0.5,1,0
62,386385,farmer,male,st,secondary,0,0,0
42,13420,unemployed,other,general,postgraduate,0,1,0
55,25204,student,female,sc,primary,0,1,0
39,166610,daily_wage,male,obc,primary,0,0,0
27,14867,unemployed,female,general,primary,0,0,0
31,1047083,salaried,male,general,graduate,0,0,0
33,0,student,male,sc,secondary,0.1,1,1
47,940858,salaried,other,st,postgraduate,0.6,1,0
17,24888,student,male,sc,graduate,0.5,0,0
54,523545,self_employed,male,general,secondary,0.4,0,0
24,487556,self_employed,female,general,postgraduate,1.0,0,0
36,13381,student,other,st,secondary,1.1,1,0
24,505852,salaried,other,sc,primary,0,0,0
52,25117,other,other,general,none,0.3,1,0
25,480021,self_employed,male,obc,postgraduate,0,0,0
51,1149240,salaried,male,general,graduate,1.0,0,0
32,544376,self_employed,female,obc,postgraduate,0.6,0,0
40,348812,farmer,female,obc,none,0,0,0
56,104967,salaried,male,st,none,0.8,0,0
57,107992,daily_wage,other,obc,secondary,0.9,0,0
36,28319,student,other,general,secondary,1.1,1,0
28,408814,self_employed,other,sc,none,0.8,0,0
61,5930,unemployed,male,obc,none,0,1,0
32,114982,salaried,female,general,primary,0.7,0,0
67,109091,daily_wage,other,sc,secondary,0.3,0,1
46,23317,unemployed,male,sc,postgraduate,0.0,1,0
33,276125,other,female,sc,secondary,0,0,1
31,132021,farmer,male,sc,postgraduate,1.6,0,0
31,0,unemployed,female,obc,graduate,0.9,0,0
40,124159,other,male,st,secondary,0.6,0,1
22,357629,self_employed,male,general,primary,0.1,0,0
44,482046,self_employed,other,sc,secondary,0,0,0
64,505582,farmer,female,general,primary,1.0,0,0
52,129518,farmer,other,st,secondary,0,0,0
32,331743,farmer,male,sc,primary,3.0,0,0
25,298288,farmer,male,obc,secondary,3.6,0,1
41,575505,salaried,male,sc,graduate,0.7,0,0
52,560020,self_employed,male,obc,graduate,0.8,0,0
51,116417,other,female,obc,secondary,0.0,0,0
63,141797,farmer,other,sc,none,0,0,0
16,116096,daily_wage,male,obc,primary,0.3,1,0
65,11607,unemployed,other,sc,secondary,1.0,0,0
68,132800,farmer,other,obc,primary,0,0,0
48,32539,student,female,sc,postgraduate,0.4,1,0
67,81735,daily_wage,male,general,none,0,1,0
33,9338,unemployed,female,sc,postgraduate,0.2,0,0
24,23775,self_employed,male,general,primary,0,1,0
36,969156,salaried,male,st,graduate,0.6,0,0
29,67230,daily_wage,female,obc,secondary,0.3,1,0
51,345232,self_employed,female,obc,postgraduate,0.7,0,0
18,22842,student,other,general,graduate,0.6,0,0
37,0,farmer,other,sc,primary,0,1,0
35,219414,farmer,male,general,none,0.8,0,0
17,11959,unemployed,male,st,graduate,0,0,0
16,44251,daily_wage,other,sc,secondary,0,0,0
65,113842,farmer,other,obc,none,0.9,0,1
57,16805,unemployed,female,obc,postgraduate,0,1,0
59,33629,student,male,sc,primary,0.6,0,0
79,108642,daily_wage,female,sc,primary,0,0,0
46,303269,self_employed,other,obc,graduate,0.9,0,1
34,211441,other,male,general,secondary,0,0,0
38,147554,daily_wage,male,st,graduate,0,1,0
43,438323,self_employed,male,obc,graduate,0.4,0,0
30,214436,farmer,other,general,secondary,3.2,0,0
44,256878,self_employed,female,obc,primary,0.5,0,0
40,31484,student,other,st,postgraduate,0,0,0
29,31749,student,female,general,primary,1.3,0,0
24,20372,unemployed,male,general,graduate,0.5,0,0
47,7705,unemployed,other,general,none,0.8,0,0
36,2203,unemployed,female,obc,secondary,0,0,0
35,37007,student,female,sc,postgraduate,1.7,1,0
24,10524,unemployed,female,sc,postgraduate,0.5,0,0
38,332602,self_employed,male,general,primary,0,0,1
33,340333,self_employed,other,st,graduate,0.8,1,0
35,76392,daily_wage,male,general,graduate,1.6,0,0
28,592909,salaried,male,general,secondary,1.0,0,0
27,103405,other,other,sc,postgraduate,0.3,0,1
20,10654,unemployed,other,general,primary,0,0,0
41,977842,salaried,male,obc,graduate,0.7,0,0
40,570059,salaried,female,general,secondary,0.2,0,0
46,46977,student,male,general,postgraduate,0,1,0
44,178925,farmer,male,general,postgraduate,2.5,0,1
38,403166,self_employed,female,st,graduate,0.8,0,0
53,376338,self_employed,male,obc,secondary,0.4,0,0
28,961,unemployed,other,obc,none,0.3,0,0
37,430052,salaried,female,sc,primary,0,0,0
38,123080,other,female,obc,secondary,0.4,0,0
16,71112,daily_wage,other,general,secondary,0.8,1,0
43,447117,salaried,male,general,primary,0.1,0,0
39,43593,student,female,obc,primary,0.7,1,0
38,240557,self_employed,female,st,primary,0,0,0
24,27199,daily_wage,male,st,secondary,0.3,0,0
38,105015,other,male,general,secondary,0,1,0
66,179267,farmer,male,obc,none,1.5,0,0
20,42145,student,male,obc,none,0,0,0
74,144287,daily_wage,other,general,primary,0.8,0,0
